age,city,educ,exper,expersq,faminc,fatheduc,hours,husage,huseduc,hushrs,huswage,inlf,kidsge6,kidslt6,lwage,motheduc,mtr,nwifeinc,repwage,unem,wage
46,0,16,7,49,8234,12,210,49,12,2210,3.3439,1,0,0,0.7487238,12,0.7515,7.789997,4,14,2.1143
41,1,12,4,16,20646,7,239,48,16,2874,2.9106,1,5,1,2.295872688,3,0.7215,18.27199,4.5,11,9.9331
33,0,11,15,225,16640,7,1878,35,8,2499,4.3834,1,2,0,1.107803226,7,0.7215,10.95398,3.5,9.5,3.0277
45,1,12,23,529,13900,12,215,38,12,3088,4.2098,1,0,0,0.620845258,12,0.7215,13.49999237,2.3,5,1.8605
36,0,10,1,1,11500,7,2340,37,8,2020,3.7129,1,2,1,-2.054163694,10,0.7815,11.20001221,0,7.5,0.1282
48,1,12,29,841,34000,7,1960,56,10,1980,10.606,1,1,0,1.892012,7,0.5515,20.99990845,6.3,14,6.6327
47,1,12,9,81,28700,3,532,47,11,1968,8.6382,1,1,0,1.729724526,7,0.6615,25.7,3.6,11,5.6391
45,0,12,6,36,9563,7,394,45,12,2100,3.8367,1,0,0,0.4693784,7,0.7515,8.932994,2.5,7.5,1.599
37,0,12,11,121,20960,7,675,48,17,2651,7.1671,1,2,0,0.9808417,7,0.6915,19.15997696,3,7.5,2.6667
46,1,16,17,289,38590,10,1515,49,14,1918,8.8634,1,4,0,2.06949234,12,0.6215,26.5899868,6.8,14,7.9208
43,1,17,6,36,27900,12,1030,46,16,2585,7.7369,1,3,0,1.675188184,12,0.6615,22.40000534,5.8,5,5.3398
42,1,12,7,49,25633,7,1250,46,17,2250,9.1702,1,2,0,1.386294365,7,0.6215,20.633,4,7.5,4
34,1,17,2,4,35200,12,1158,39,17,2480,11.29,1,2,1,1.799215,12,0.5515,28.20000648,5.1,7.5,6.0449
52,1,12,24,576,29500,7,112,53,12,2924,6.3269,1,0,0,1.83258152,7,0.5815,28.8,0,7.5,6.25
37,0,12,4,16,10000,7,336,52,9,1896,4.7468,1,3,0,1.09064734,10,0.7515,8.999997,2.2,7.5,2.9762
37,0,12,11,121,19800,7,1984,40,12,2332,4.8885,1,1,0,1.443123579,10,0.6915,11.3999424,4.78,5,4.2339
52,0,8,25,625,12900,7,716,59,7,3482,2.4842,1,0,0,1.250360131,7,0.7215,10.40001392,2.2,5,3.4916
30,0,12,11,121,26080,12,1410,30,14,2106,8.547,1,0,1,1.602312565,12,0.6215,19.08005524,1.28,7.5,4.9645
31,1,13,2,4,13066,7,1300,32,12,1160,6.6379,1,1,0,1.018558502,17,0.7515,9.46604,0,11,2.7692
38,0,12,19,361,12500,7,1640,46,12,2040,3.1863,1,1,0,1.297053218,7,0.7215,6.50006,3.25,7.5,3.6585
43,1,12,7,49,35600,7,1202,48,16,2856,4.5466,1,3,0,1.685194492,7,0.5815,29.11701393,0,9,5.3935
49,1,8,2,4,19424,7,489,51,8,950,12.789,1,1,0,-0.4209849,7,0.7515,19.10302,2.29,5,0.6564
55,1,12,20,400,26250,7,2076,58,10,2068,6.528,1,0,0,1.562094688,7,0.6615,16.34997177,4.68,5,4.7688
38,1,17,10,100,36525,14,526,42,17,1896,16.403,1,2,0,2.146527529,12,0.5515,32.02501678,4.2,9.5,8.5551
52,1,17,19,361,34700,17,1721,56,16,2000,7,1,0,0,2.347463,14,0.61,16.7000618,9.5,14,10.459
48,1,12,17,289,8311,7,1327,51,11,288,13.542,1,0,0,0.9698315,7,0.7515,4.81103754,2.57,11,2.6375
32,1,13,12,144,28626,10,584,33,12,2160,6.713,1,2,0,1.924146414,12,0.6915,24.62601,4.32,11,6.8493
32,1,12,11,121,24400,7,1376,33,17,3120,5.4487,1,1,0,1.626727581,7,0.6615,17.40001297,5,5,5.0872
38,1,12,6,36,14025,7,1040,41,17,1944,6.6872,1,2,0,-0.039260726,7,0.7215,13.02504,0,7.5,0.9615
46,1,12,10,100,21367,12,548,47,12,2046,9.0943,1,3,0,1.460148692,16,0.6915,19.0069828,3.69,14,4.3066
40,0,12,4,16,14136,7,15,42,9,2005,6.5337,1,3,0,1.955393553,7,0.7515,14.03,0,7.5,7.0667
31,1,9,2,4,19900,7,1980,36,10,2070,4.686,1,4,0,0.9263599,10,0.7515,14.89990616,2.56,5,2.5253
43,1,10,13,169,37000,9,1520,50,12,3000,8,1,1,0,2.066191673,12,0.5215,25.00005531,5,9.5,7.8947
51,0,12,21,441,18500,7,1880,51,12,2640,4.053,1,0,0,1.422843218,7,0.6915,10.70006752,3.9,7.5,4.1489
30,1,16,9,81,34550,14,1260,34,17,2450,8.1633,1,0,1,2.10103178,16,0.5515,24.25000381,8.17,5,8.1746
52,1,13,4,16,49620,7,1092,53,15,1000,16.5,1,0,0,2.261461,10,0.4615,39.13996506,0,11,9.5971
30,0,8,2,4,10400,3,1587,33,8,2080,3.4615,1,5,1,0.7013138,3,0.7815,7.199973,2.3,7.5,2.0164
51,1,16,19,361,33000,16,156,51,16,2413,11.361,1,0,0,2.031012535,16,0.5515,31.811,0,11,7.6218
31,1,13,4,16,16200,3,1939,31,12,2570,3.8911,1,2,0,1.162369251,7,0.7215,10.00004768,3.43,7.5,3.1975
34,1,12,9,81,22660,16,1250,52,12,2030,9.6059,1,4,0,0.470003635,12,0.6915,20.66,1.36,7.5,1.6
49,1,11,14,196,16000,7,610,59,17,4684,2.6687,1,0,0,1.410596728,7,0.7215,13.49997616,4,7.5,4.0984
35,1,13,6,36,25780,16,270,41,17,2802,8.8865,1,3,1,0.3930551,7,0.6615,25.37999535,5,9.5,1.4815
53,1,12,24,576,20675,12,660,59,12,2090,6.3636,1,0,1,1.290994167,7,0.7215,18.27497673,3.15,7.5,3.6364
32,0,12,1,1,40213,7,1000,46,16,2053,17.728,1,3,0,0,12,0.5515,39.213,0,11,1
38,1,10,13,169,15500,7,1920,42,10,1984,5.2923,1,3,0,0.9571255,12,0.7215,10.4999361,2.93,7.5,2.6042
54,1,12,3,9,35207,12,200,54,16,2040,15.686,1,0,0,0.5596158,7,0.5815,34.857,0,9.5,1.75
47,1,17,10,100,35702,12,1500,58,8,2794,5.2423,1,1,0,1.568616,10,0.5515,28.502,3.6,11,4.8
45,1,15,16,256,17800,12,868,47,14,3290,3.0395,1,1,0,1.710188,14,0.7215,12.99996,6,9.5,5.53
47,1,16,9,81,50900,16,2318,46,16,1911,16.745,1,1,0,1.410596728,16,0.4915,41.39991,4.2,5,4.0984
59,0,10,19,361,17280,7,2000,60,12,2000,3.75,1,0,0,0.223143548,7,0.6915,14.78,0,5,1.25
32,1,11,4,16,15150,9,60,31,12,2580,5.814,1,1,0,0.5108456,10,0.7215,15.04999828,0,5,1.6667
45,1,12,10,100,36200,7,1715,49,17,2400,10.833,1,1,0,1.332392454,7,0.5815,29.69997787,3.38,7.5,3.7901
40,1,12,5,25,17465,12,550,47,12,1740,9.0029,1,4,0,0.8601859,14,0.7215,16.16502,2.26,5,2.3636
47,1,14,7,49,45205,12,1960,50,12,2500,6.54,1,2,0,2.32278,14,0.61,25.20515823,0,3,10.204
36,0,16,3,9,14500,10,44,37,17,1840,5.9783,1,2,1,1.91959548,12,0.7515,14.19999886,1.36,5,6.8182
56,0,14,38,1444,32011,7,1920,56,14,2036,8.6248,1,0,0,1.976106763,7,0.5815,18.15896797,6.92,7.5,7.2146
41,0,8,16,256,35200,12,2540,43,11,3536,4.8329,1,1,0,0.8954347,7,0.6215,28.98106384,0,9.5,2.4484
48,0,7,13,169,13579,7,156,51,11,880,10.909,1,3,0,0.1812376,3,0.7515,13.39200306,0,11,1.1987
36,0,12,1,1,10455,7,780,38,12,2007,3.8864,1,2,1,0.495305836,7,0.7515,9.17502,0,11,1.641
41,0,12,7,49,32600,3,3120,44,13,2632,8.4574,1,0,0,0.5777924,7,0.5515,27.03984833,0,5,1.7821
41,1,14,15,225,19150,10,2040,43,12,2600,5,1,0,0,1.078817725,7,0.6915,13.14995193,2.8,11,2.9412
36,1,12,10,100,24400,17,1610,36,13,2156,7.4212,1,3,0,1.603198528,12,0.6615,16.40007,4.25,9.5,4.9689
37,0,12,2,4,21700,7,215,41,12,3625,4.4938,1,3,0,0.620845258,10,0.6915,21.29999161,0,3,1.8605
38,1,12,19,361,26201,3,1120,42,12,2420,7.0252,1,0,0,2.083894,7,0.6215,17.20101547,0,9.5,8.0357
43,1,14,25,625,11920,3,846,43,9,2080,3.2788,1,2,0,1.379169106,3,0.7515,8.560026,4.2,7.5,3.9716
54,1,16,25,625,16300,12,3225,59,17,3443,1.2861,1,0,0,1.112383723,12,0.7215,6.49084,0,9.5,3.0416
38,1,12,7,49,16500,7,1376,41,12,2250,5.5556,1,1,0,1.067121625,7,0.7215,12.49996758,3.75,5,2.907
30,1,12,15,225,30000,7,980,34,16,2535,7.4951,1,0,1,1.118807,12,0.5815,27.0000248,3.6,11,3.0612
49,1,12,11,121,62500,7,1838,48,15,2352,22.109,1,0,0,1.588541,7,0.4415,53.50005,5,9.5,4.8966
45,1,13,25,625,58500,10,1494,49,6,3036,9.058,1,1,0,1.390311241,10,0.4415,52.49994659,2.5,9.5,4.0161
51,1,13,19,361,40900,7,450,57,14,2600,11.538,1,0,0,1.714806437,7,0.5215,38.39998,3.5,9.5,5.5556
34,1,10,4,16,16308,10,1976,39,7,2223,6.0468,1,0,0,0.201061532,0,0.6915,13.89194489,2.45,7.5,1.2227
34,1,12,14,196,9300,7,2012,34,10,2666,1.3653,1,2,0,0.987271,7,0.7515,3.899993,3.61,7.5,2.6839
41,1,12,19,361,35700,9,561,41,17,2006,16.55,1,1,0,0.9835007,10,0.5515,34.19999695,3.25,7.5,2.6738
49,1,12,18,324,35700,9,1715,49,17,1710,8.7719,1,1,0,2.233170748,9,0.64,19.70008,7.05,11,9.3294
32,1,12,14,196,24500,12,1912,46,14,1920,9.6354,1,0,0,1.143617511,12,0.6615,18.49995232,3.6,5,3.1381
32,1,14,11,121,13000,12,3686,39,14,1647,6.6788,1,0,0,-0.6113829,12,0.7215,10.99997616,0,7.5,0.5426
32,0,17,4,16,52600,12,1080,35,15,3080,7.5727,1,2,0,2.153052,12,0.4415,43.30001,4.65,5,8.6111
47,1,10,29,841,25360,7,1799,48,10,1920,7.8125,1,0,0,1.299837351,3,0.6615,18.76000786,3.25,7.5,3.6687
39,0,9,21,441,9400,9,1984,47,4,2420,1.9835,1,1,0,0.8409204,9,0.7515,4.800096,2.3,7.5,2.3185
49,1,12,24,576,26800,12,1839,53,15,2205,9.5238,1,0,0,1.058484435,12,0.6215,21.50000191,3.27,11,2.882
37,1,12,19,361,33040,7,1579,39,14,3035,6.425,1,3,0,1.152658463,12,0.6615,28.03993797,0,7.5,3.1666
59,1,16,31,961,26350,12,96,60,15,2185,10.984,1,0,0,1.293575883,14,0.6215,26.00000381,0,7.5,3.6458
50,1,12,28,784,39000,7,1920,56,12,1880,12.766,1,0,0,1.83258152,7,0.5215,27,5.47,14,6.25
32,1,17,15,225,35100,12,1688,33,17,1863,9.5545,1,1,0,2.327180147,12,0.61,17.79968834,9.8,9.5,10.249
46,0,12,27,729,22502,12,1589,48,16,2456,5.4967,1,0,0,1.166146278,12,0.6615,17.40194511,5.54,11,3.2096
43,0,17,13,169,21950,14,345,46,17,1847,9.7618,1,2,0,2.034993172,12,0.6915,19.30999184,5,14,7.6522
37,0,11,4,16,13000,7,1521,42,6,2000,5,1,3,0,0.6792511,7,0.7515,9.99998,2.3,7.5,1.9724
32,1,16,10,100,18180,14,1490,35,14,1856,5.9995,1,2,0,1.547136903,12,0.7215,11.17998,3.9,9,4.698
39,1,11,8,64,20957,10,989,43,14,1880,6.9149,1,1,0,0.7530186,10,0.6915,18.85695648,2.76,9,2.1234
34,0,13,4,16,13700,12,600,35,12,3020,4.9669,1,2,0,0.8472836,12,0.7215,12.30002,2.9,7.5,2.3333
39,1,11,18,324,20000,7,2646,41,8,2646,2.3896,1,1,0,0.871126,7,0.6915,13.6771183,0,5,2.3896
45,1,8,3,9,12260,7,2149,48,9,1640,4.5122,1,3,0,0.228250474,7,0.7515,9.559997,2.5,5,1.2564
50,1,11,11,121,24850,12,320,54,11,1950,9.2308,1,0,0,0.08965783,3,0.6615,24.49998474,0,7.5,1.0938
40,1,12,8,64,29150,7,1600,39,12,1920,11.458,1,1,0,1.321755886,12,0.5815,23.15,3.3,7.5,3.75
30,1,10,10,100,23591,7,2419,34,12,2025,7.6993,1,1,0,1.196101904,7,0.6615,15.59088326,3.9,11,3.3072
57,1,17,33,1089,24717,12,2005,56,17,2470,4.183,1,0,0,1.63611877,16,0.6615,14.42092419,5.25,11,5.1352
39,1,12,19,361,30455,12,1960,43,12,1800,8.3333,1,1,0,1.892012,12,0.6215,17.45490837,3.6,9,6.6327
53,1,12,35,1225,19600,12,2147,56,8,1920,5.1042,1,0,0,1.518309,12,0.6915,9.800019,4.9,7.5,4.5645
48,1,17,21,441,31875,12,1207,53,17,2039,8.2271,1,1,0,2.472159,7,0.64,17.5744648,7.15,5,11.848
46,0,14,7,49,24055,14,2000,48,16,2570,5.6634,1,1,0,1.321755886,14,0.6615,16.555,3.75,7.5,3.75
47,0,12,18,324,18795,10,1260,54,12,1914,5.222,1,0,0,1.473641,7,0.7215,13.29497433,4.35,7.5,4.3651
43,0,12,4,16,12198,7,90,47,10,1516,7.19,1,1,0,1.369478822,7,0.7515,11.84400272,4,7.5,3.9333
47,1,12,12,144,52645,7,1800,47,16,2520,13.907,1,0,0,1.203962803,12,0.4915,46.64506,3.25,7.5,3.3333
47,0,12,16,256,16600,7,573,48,12,2327,6.0163,1,1,0,1.198729157,10,0.7215,14.69999,2.2,14,3.3159
47,1,12,14,196,32590,7,1825,50,12,2188,7.6782,1,0,0,1.270209908,7,0.6215,26.09008,3,7.5,3.5616
46,1,12,3,9,10020,7,75,48,12,1864,5.3112,1,0,0,0.470003635,3,0.7515,9.9,0,7.5,1.6
34,0,9,1,1,12048,7,1348,33,10,2183,4.1228,1,4,0,0.7999817,7,0.7515,9.048026,2.3,11,2.2255
48,0,10,27,729,39750,7,1880,55,12,1920,7.8125,1,0,0,1.565945625,7,0.6215,30.75006485,4.25,11,4.7872
30,1,12,12,144,15700,7,1240,31,12,1824,4.6053,1,1,0,1.758978,10,0.7215,8.49994,6.9,7.5,5.8065
51,0,12,6,36,24250,7,848,54,12,2878,3.9746,1,1,0,0.8580258,7,0.6615,22.24999237,2.3,3,2.3585
52,1,12,9,81,43210,12,150,54,16,2390,15.063,1,5,0,0.6931472,7,0.5215,42.91,0,14,2
37,0,12,2,4,37100,12,2000,39,13,3120,4.5064,1,2,0,0.6418539,12,0.6215,33.3,1.85,5,1.9
32,0,12,6,36,23820,7,1952,33,12,2040,5.8824,1,2,0,1.633740187,12,0.6615,13.81990337,3.25,5,5.123
36,1,17,9,81,31600,14,1456,35,15,2151,10.228,1,2,0,1.70374763,12,0.5815,23.60000801,6.04,5,5.4945
35,1,12,16,256,24000,10,1740,37,14,1976,6.5789,1,2,0,1.844004,10,0.6615,13.00006771,5.5,7.5,6.3218
45,0,17,22,484,30750,12,1400,51,16,2286,8.8145,1,0,0,1.966118813,14,0.5815,20.74994,7.14,5,7.1429
56,0,12,26,676,11050,7,2000,60,10,2032,2.9528,1,0,0,0.8649974,7,0.7515,6.3,2.7,14,2.375
40,0,10,11,121,12239,7,1750,45,4,1680,4.5173,1,2,0,0.9333052,7,0.7515,7.788925,2.74,14,2.5429
45,1,12,11,121,12870,12,1101,49,14,1560,5.1282,1,2,1,0.7792332,14,0.7515,10.47004,2.3,7.5,2.1798
32,0,12,15,225,17200,7,2000,30,12,2895,4.1451,1,2,0,0.9555114,10,0.7215,12,2.5,7.5,2.6
45,0,12,13,169,23980,10,1877,50,8,1820,8.7912,1,0,0,1.316247344,10,0.6615,16.97991562,3.6,7.5,3.7294
40,1,12,6,36,18600,12,160,44,12,2450,7.3061,1,2,0,1.475906491,7,0.6915,17.9,1.85,14,4.375
38,1,12,20,400,23920,10,1886,42,8,1748,6.0069,1,1,0,1.491397262,7,0.6915,15.53993702,4,9.5,4.4433
49,1,12,17,289,16084,7,1446,45,12,1020,8.3333,1,4,0,1.455750465,7,0.7515,9.883986,4.4,14,4.2877
47,1,16,8,64,31100,14,1500,49,17,2342,11.529,1,1,0,0.5108456,14,0.5815,28.59995,1.5,11,1.6667
52,1,13,13,169,20460,7,860,53,12,2250,6.6667,1,0,0,1.180438,7,0.6615,17.66001129,5.83,11,3.2558
34,1,13,15,225,36000,12,1848,40,16,2880,8.6806,1,1,0,1.688489437,12,0.5515,25.99991798,6,7.5,5.4113
44,0,12,14,196,17302,12,1678,46,12,2032,3.468,1,2,0,0.7907275,14,0.7215,13.60201,2.3,3,2.205
36,0,16,14,196,16450,7,160,42,16,3120,3.0321,1,3,0,1.401798606,14,0.7215,15.8,0,3,4.0625
50,1,17,6,36,41170,16,108,57,16,1760,13.807,1,0,0,-0.433556,14,0.5815,41.09999466,0,9.5,0.6482
45,1,12,24,576,20130,0,1738,47,12,1725,6.2174,1,0,0,1.683171511,0,0.6615,10.77504158,6.18,7.5,5.3826
44,1,14,10,100,9200,12,1170,46,13,2080,4.2308,1,2,0,-1.766676664,16,0.7515,9.000047,0,9.5,0.1709
57,1,12,2,4,24751,7,15,57,10,2040,11.47,1,2,0,3.155595,7,0.6615,24.39899445,0,11,23.467
35,1,17,9,81,57300,17,2088,42,17,2940,12.245,1,0,0,2.259521,12,0.5,37.30009,9.98,9.5,9.5785
46,1,12,23,529,37200,7,2490,52,12,2280,9.2105,1,0,0,1.30692637,7,0.5815,27.99995,3.77,7.5,3.6948
30,1,14,12,144,14000,12,135,35,16,2164,6.3309,1,1,2,0.7984977,10,0.7215,13.70000267,0,14,2.2222
42,0,12,8,64,20610,3,1944,44,12,1999,7.8039,1,3,0,0.5590442,7,0.6915,17.20994377,2.3,14,1.749
34,1,12,16,256,14800,7,690,36,13,1824,7.6754,1,1,0,0.147902623,10,0.7215,14.00001431,2.25,7.5,1.1594
45,1,17,10,100,40005,14,608,47,16,2182,15.582,1,2,0,1.944494843,10,0.5515,35.75502,3,14,6.9901
35,1,16,7,49,23750,7,63,37,16,2385,9.6436,1,2,1,1.37833786,14,0.6615,23.49999619,0,14,3.9683
40,1,16,19,361,35300,12,154,44,17,2460,12.886,1,0,0,3.064745188,7,0.5515,31.99993324,8.13,14,21.429
32,1,12,2,4,17350,12,420,35,16,2595,6.5511,1,1,0,-0.7419173,12,0.6915,17.1499958,2.85,7.5,0.4762
54,1,9,9,81,21650,7,651,57,10,2400,8.25,1,0,0,0.7657004,7,0.6615,20.2500248,1.44,7.5,2.1505
38,0,12,14,196,6740,7,675,42,8,3120,1.3792,1,3,0,0.619393,7,0.7915,5.485985,2.2,14,1.8578
43,1,12,9,81,32275,14,1663,42,12,2850,5.2632,1,3,0,1.465452,12,0.6915,25.07504,3.6,5,4.3295
54,1,16,16,256,33220,7,1680,60,12,760,10.526,1,0,0,2.189259529,14,0.72,18.21995163,7,9.5,8.9286
39,1,14,7,49,26500,12,180,37,17,2500,10,1,3,0,1.021659255,12,0.6215,25.99999619,4,7.5,2.7778
37,1,12,6,36,38700,12,1581,39,14,2630,12.548,1,1,0,0.9770095,7,0.5215,34.50007248,3.25,5,2.6565
46,1,12,22,484,15400,7,1200,48,8,2597,4.6207,1,2,0,0.9162908,7,0.7215,12.4,3.08,5,2.5
56,0,11,9,81,19007,7,450,60,11,2760,1.854,1,0,0,2.905096,7,0.6915,10.78685,0,3,18.267
41,0,12,9,81,16771,7,547,44,8,2070,7.4266,1,3,0,-0.1996712,12,0.7215,16.32300758,2,7.5,0.819
45,1,16,14,196,31100,7,300,48,16,2256,13.298,1,1,0,0.6931472,16,0.5815,30.5,0,11,2
44,1,17,17,289,66300,3,975,47,16,1505,26.578,1,1,0,2.733393,3,0.5,51.2996254,8.5,7.5,15.385
50,0,17,12,144,43550,12,1621,52,17,2364,13.959,1,1,0,1.868334651,16,0.4915,33.04997253,0,5,6.4775
37,0,14,13,169,37250,7,300,38,14,2895,13.126,1,5,0,2.120259523,7,0.6215,34.75001,3.5,11,8.3333
44,0,12,8,64,24900,7,1868,46,12,2041,7.8883,1,1,0,1.515193224,16,0.6615,16.40004,4.25,14,4.5503
32,1,14,10,100,24200,14,1803,34,17,2195,8.656,1,2,0,0.9146093,7,0.6615,19.70007324,1.9,9.5,2.4958
34,0,12,16,256,16200,10,2143,40,12,1935,3.4109,1,1,1,1.499556,10,0.7215,6.600003,4.8,14,4.4797
32,0,10,1,1,11431,10,1080,35,10,1950,4.6256,1,2,0,0.8030772,10,0.7515,9.020008,2.3,7.5,2.2324
37,0,12,6,36,13200,10,1352,38,14,2375,4.2105,1,3,0,0.7280316,10,0.7515,10.4000082,1.8,11,2.071
44,1,13,4,16,15420,10,537,55,8,1920,4.2708,1,1,0,0.51641,10,0.7715,14.51998806,0,9,1.676
34,0,16,8,64,18400,12,352,33,12,3300,3.3424,1,2,0,1.226448298,12,0.6915,17.19999695,0,14,3.4091
33,1,12,4,16,43500,3,200,33,16,3680,8.6359,1,3,1,0.9162908,10,0.4915,43,8,5,2.5
43,1,7,15,225,21972,7,2045,43,12,1968,6.7581,1,3,0,1.376471281,7,0.6915,13.87196,4.07,7.5,3.9609
35,0,16,7,49,7774,16,1253,33,10,2504,0.5843,1,2,0,1.828975,16,0.7715,-0.029057452,3.97,11,6.2275
43,0,14,14,196,24470,7,1960,45,14,2000,5.335,1,1,0,1.368283153,7,0.6915,16.76994324,3.85,7.5,3.9286
34,0,12,16,256,13600,7,2000,37,12,1656,4.7101,1,0,0,1.064710736,7,0.7215,7.8,2.5,7.5,2.9
36,0,10,15,225,22500,0,1960,39,7,1968,4.9797,1,3,0,1.406489134,7,0.7215,14.5000639,4.55,7.5,4.0816
41,0,12,23,529,13600,7,2000,41,12,2016,2.9762,1,2,0,1.047318935,7,0.7215,7.9,4.2,14,2.85
41,0,16,19,361,90800,7,1568,44,17,2602,12.744,1,0,0,1.948093414,7,0.4415,79.80001,6.31,7.5,7.0153
35,0,10,4,16,10776,10,1225,43,9,1560,3.8462,1,3,0,1.07800138,10,0.7515,7.17597,2.4,7.5,2.9388
32,1,12,12,144,19007,7,780,37,10,1827,7.2233,1,3,1,0.6539385,10,0.7515,17.5069828,3.25,5,1.9231
30,1,14,12,144,23900,12,480,34,14,2080,8.8077,1,0,0,1.927891612,12,0.6615,20.6,0,14,6.875
43,1,12,25,625,26060,7,1923,47,12,3390,5.3864,1,0,0,1.361027837,7,0.6215,18.55991554,4.74,7.5,3.9002
54,0,6,14,196,13300,7,2000,57,6,2524,3.6846,1,0,0,0.6931472,7,0.7215,9.3,0,7.5,2
35,0,15,14,196,15620,7,2110,34,12,2777,1.8437,1,2,0,1.604686618,7,0.7215,5.120007515,4.37,7.5,4.9763
50,0,12,11,121,16500,7,1664,54,13,3120,1.3013,1,0,0,0.183903649,7,0.7215,14.50003815,5,7.5,1.2019
34,1,17,7,49,20880,16,48,36,17,2700,7.2222,1,1,1,3.113515377,14,0.6915,19.8,0,5,22.5
52,1,14,18,324,30600,12,1791,57,12,1904,7.3529,1,0,0,1.926829219,14,0.6615,18.29995,6.18,9.5,6.8677
35,1,13,4,16,39000,10,1404,38,14,2360,11.864,1,3,0,1.270125628,7,0.6215,33.99993515,5.3,9,3.5613
55,0,6,37,1369,15428,7,1920,58,8,1960,5.3327,1,0,0,0.6826927,7,0.7215,11.62793636,2.58,7.5,1.9792
35,0,16,13,169,23300,7,2141,42,16,2000,5.5,1,0,0,1.68107,7,0.6615,11.80004597,6,7.5,5.3713
49,1,14,14,196,42100,16,1720,45,16,2600,7.2308,1,1,0,0.556296,16,0.5215,39.09997559,0,9.5,1.7442
38,1,15,17,289,36430,7,3533,38,9,2000,7,1,2,2,1.628220439,12,0.64,18.43007,8.5,9.5,5.0948
42,1,14,5,25,26000,7,2000,45,14,2218,7.2137,1,2,0,0.9162908,7,0.6915,21,0,9.5,2.5
48,0,8,2,4,62060,7,800,52,5,2000,4.5,1,1,0,1.341558456,7,0.7515,59,2.3,7.5,3.825
51,1,14,0,0,28300,12,3000,53,16,2595,8.8632,1,0,0,0,12,0.6215,25.3,0,9.5,1
43,1,12,3,9,24149,10,293,47,12,2400,9.3333,1,2,0,1.122231245,12,0.6615,23.24899,4,7.5,3.0717
43,1,12,21,441,28141,10,1872,48,12,2856,3.8263,1,1,0,0.5401708,12,0.6615,24.92808723,0,7.5,1.7163
38,1,12,20,400,23057,10,2058,38,14,2601,5.4448,1,1,0,1.391505718,10,0.6615,14.78198814,4,7.5,4.0209
44,1,12,19,361,28900,7,1832,48,9,2054,8.7634,1,1,0,1.697174,3,0.6215,18.90002823,4.95,7.5,5.4585
36,1,12,4,16,24000,10,120,35,12,2500,8.4,1,3,1,3.218876,12,0.6615,21,9.98,9.5,25
38,0,12,19,361,13900,12,1632,31,12,1960,5.102,1,0,0,0.8711678,12,0.7215,10.00001,2.3,7.5,2.3897
47,1,8,11,121,31810,12,778,51,8,2058,7.4101,1,0,0,1.16732955,12,0.6915,29.30997467,7.25,5,3.2134
34,0,12,14,196,19840,7,1984,49,10,2410,5.3527,1,2,0,1.216987729,7,0.6915,13.14003181,3.14,7.5,3.377
40,1,17,8,64,25490,17,225,38,17,1278,19.562,1,2,1,0.5753766,16,0.6615,25.08999443,0,14,1.7778
31,0,12,13,169,20800,12,1960,35,12,2875,5.0783,1,1,0,1.151615739,12,0.6915,14.59993172,3.18,7.5,3.1633
46,1,12,24,576,2400,16,444,49,12,2340,0.5128,1,0,0,0.9942513,10,0.8015,1.20000124,0,7.5,2.7027
36,1,14,1,1,32650,10,384,43,17,3060,5.402,1,3,0,0.5263249,10,0.5815,32.00000381,0,14,1.6927
39,1,13,1,1,16370,16,1170,47,12,1920,7.8646,1,2,1,-1.543182135,12,0.7215,16.11997,0,11,0.2137
36,0,17,3,9,35500,7,1330,38,12,3390,6.0531,1,2,0,1.912043,7,0.5515,26.50002289,4.5,14,6.7669
37,0,8,4,16,15100,7,1350,41,12,2400,5,1,4,0,0.5542873,7,0.7515,12.75005531,2.1,3,1.7407
39,0,12,21,441,14100,9,480,40,11,1640,7.6829,1,4,0,0.9162908,7,0.7515,12.9,0,3,2.5
36,0,11,10,100,19600,3,1984,38,8,1656,6.0386,1,3,1,1.500939131,7,0.7215,10.69997501,3.26,14,4.4859
49,1,12,13,169,19434,7,1944,53,16,1920,5.851,1,2,0,0.9446838,7,0.7215,14.43403149,2.7,5,2.572
45,1,12,9,81,23882,7,50,46,10,1780,6.7416,1,1,1,1.241268635,7,0.7215,23.709,5,9.5,3.46
32,0,17,14,196,17300,7,460,31,17,1850,8.1081,1,0,2,1.564984322,7,0.7215,15.1000042,0,7.5,4.7826
36,0,10,2,4,19772,7,680,43,12,3430,5.3061,1,5,0,0.8380265,7,0.7215,18.19997597,0,7.5,2.3118
40,1,12,21,441,35641,7,2450,40,8,2008,7.2709,1,1,0,1.668857,7,0.6215,22.64105606,6.5,5,5.3061
43,1,13,22,484,34220,7,2144,43,11,2140,8.1776,1,2,0,1.769428611,7,0.5815,21.64008,0,7.5,5.8675
33,1,12,14,196,30000,16,1760,34,12,3380,7.1006,1,1,0,1.226448298,12,0.5815,23.99998474,3.21,11,3.4091
30,1,12,7,49,18000,12,490,33,11,2430,6.5844,1,1,0,1.406489134,12,0.6915,16.00001526,2.46,7.5,4.0816
49,1,12,2,4,21025,12,0,54,15,2550,7.8529,0,1,0,,14,0.6615,21.025,0,7.5,
30,1,16,5,25,23600,7,0,34,16,1928,11.929,0,0,2,,14,0.6615,23.6,0,9.5,
30,0,12,12,144,22800,12,0,39,17,1100,18,0,0,1,,12,0.6615,22.8,0,7.5,
